FromBIC,ToBIC,TimeTakenInMinutes,Charges
CUSCAU2SXXX,ABOCCNBJXXX,170,20
BKCHCNBJXXX,CUSCAU2SXXX,76,12
CUSCAU2SXXX,BKCHCNBJXXX,76,20
HYVEDEMMXXX,CUSCAU2SXXX,234,10
CUSCAU2SXXX,HYVEDEMMXXX,234,20
HELADEF1RRS,CUSCAU2SXXX,217,10
CUSCAU2SXXX,HELADEF1RRS,217,20
BOFAUS3NXXX,CUSCAU2SXXX,90,12
CUSCAU2SXXX,BOFAUS3NXXX,90,20
BAFUCH22XXX,CUSCAU2SXXX,146,14
CUSCAU2SXXX,BAFUCH22XXX,146,20
UTIBINBBXXX,CUSCAU2SXXX,197,15
CUSCAU2SXXX,UTIBINBBXXX,197,20
CITIUS33XXX,CUSCAU2SXXX,200,10
CUSCAU2SXXX,CITIUS33XXX,200,20
CHASUS33XXX,CUSCAU2SXXX,61,14
CUSCAU2SXXX,CHASUS33XXX,61,20
HDFCINBBXXX,CUSCAU2SXXX,164,20
CUSCAU2SXXX,HDFCINBBXXX,164,20
UBSWCHZH80A,CUSCAU2SXXX,193,17
CUSCAU2SXXX,UBSWCHZH80A,193,20
CCBCCNBJXXX,CUSCAU2SXXX,194,13
CUSCAU2SXXX,CCBCCNBJXXX,194,20
RABONL2UXXX,CUSCAU2SXXX,226,17
CUSCAU2SXXX,RABONL2UXXX,226,20
RBOSGB2LXXX,CUSCAU2SXXX,77,11
CUSCAU2SXXX,RBOSGB2LXXX,77,20
SOGEFRPPXXX,CUSCAU2SXXX,202,19
CUSCAU2SXXX,SOGEFRPPXXX,202,20
MIDLGB22XXX,CUSCAU2SXXX,231,13
CUSCAU2SXXX,MIDLGB22XXX,231,20
COBADEFFXXX,CUSCAU2SXXX,78,19
CUSCAU2SXXX,COBADEFFXXX,78,20
INGBNL2AXXX,CUSCAU2SXXX,109,14
CUSCAU2SXXX,INGBNL2AXXX,109,20
PCBCCNBJXXX,CUSCAU2SXXX,103,20
CUSCAU2SXXX,PCBCCNBJXXX,103,20
ADDBINBBXXX,ICICINBBCTS,107,19
ICICINBBCTS,ADDBINBBXXX,107,20
SBININBBFXD,ICICINBBCTS,21,15
ICICINBBCTS,SBININBBFXD,21,20
KKBKINBBXXX,ICICINBBCTS,100,17
ICICINBBCTS,KKBKINBBXXX,100,20
INDBINBBBBI,ICICINBBCTS,43,10
ICICINBBCTS,INDBINBBBBI,43,20
CORPINBBXXX,ICICINBBCTS,30,15
ICICINBBCTS,CORPINBBXXX,30,20
UTIBINBBTCP,ICICINBBCTS,123,19
ICICINBBCTS,UTIBINBBTCP,123,20
UTIBINBBXXX,ICICINBBCTS,102,15
ICICINBBCTS,UTIBINBBXXX,102,20
HDFCINBBXXX,ICICINBBCTS,21,20
ICICINBBCTS,HDFCINBBXXX,21,20
IDIBINBBTSY,ICICINBBCTS,128,17
ICICINBBCTS,IDIBINBBTSY,128,20
BNPAFRPPXXX,ICICINBBCTS,212,18
ICICINBBCTS,BNPAFRPPXXX,212,20
KNABNL2HXXX,ICICINBBCTS,121,16
ICICINBBCTS,KNABNL2HXXX,121,20
MHCBJPJTXXX,ICICINBBCTS,185,15
ICICINBBCTS,MHCBJPJTXXX,185,20
ABNANL2AXXX,ICICINBBCTS,142,16
ICICINBBCTS,ABNANL2AXXX,142,20
DEUTDEBBXXX,ICICINBBCTS,138,15
ICICINBBCTS,DEUTDEBBXXX,138,20
MMTOJPJTXXX,ICICINBBCTS,178,20
ICICINBBCTS,MMTOJPJTXXX,178,20
NATAAU3302S,ICICINBBCTS,118,16
ICICINBBCTS,NATAAU3302S,118,20
BLKBCH22XXX,ICICINBBCTS,168,17
ICICINBBCTS,BLKBCH22XXX,168,20
CRESCHZZXXX,ICICINBBCTS,83,11
ICICINBBCTS,CRESCHZZXXX,83,20
CRLYFRPPXXX,ICICINBBCTS,74,12
ICICINBBCTS,CRLYFRPPXXX,74,20
AGRIFRPPXXX,ICICINBBCTS,128,11
ICICINBBCTS,AGRIFRPPXXX,128,20
HSBCGB2LXXX,ICICINBBCTS,84,14
ICICINBBCTS,HSBCGB2LXXX,84,20
ANZBAU3MXXX,ICICINBBCTS,179,13
ICICINBBCTS,ANZBAU3MXXX,179,20
BOTKJPJTXXX,ICICINBBCTS,80,15
ICICINBBCTS,BOTKJPJTXXX,80,20
BARCGB22XXX,ICICINBBCTS,219,18
ICICINBBCTS,BARCGB22XXX,219,20
SMBCJPJTXXX,ICICINBBCTS,165,14
ICICINBBCTS,SMBCJPJTXXX,165,20
CUSCAU2SXXX,ICICINBBCTS,98,20
ICICINBBCTS,CUSCAU2SXXX,98,20
WFBIUS6SXXX,ICICINBBCTS,180,15
ICICINBBCTS,WFBIUS6SXXX,180,20
ABOCCNBJXXX,ICICINBBCTS,155,10
ICICINBBCTS,ABOCCNBJXXX,155,20
BKCHCNBJXXX,ICICINBBCTS,116,12
ICICINBBCTS,BKCHCNBJXXX,116,20
HYVEDEMMXXX,ICICINBBCTS,230,10
ICICINBBCTS,HYVEDEMMXXX,230,20
HELADEF1RRS,ICICINBBCTS,199,10
ICICINBBCTS,HELADEF1RRS,199,20
BOFAUS3NXXX,ICICINBBCTS,82,12
ICICINBBCTS,BOFAUS3NXXX,82,20
BAFUCH22XXX,ICICINBBCTS,66,14
ICICINBBCTS,BAFUCH22XXX,66,20
CITIUS33XXX,ICICINBBCTS,153,10
ICICINBBCTS,CITIUS33XXX,153,20
CHASUS33XXX,ICICINBBCTS,132,14
ICICINBBCTS,CHASUS33XXX,132,20
UBSWCHZH80A,ICICINBBCTS,98,17
ICICINBBCTS,UBSWCHZH80A,98,20
CCBCCNBJXXX,ICICINBBCTS,141,13
ICICINBBCTS,CCBCCNBJXXX,141,20
RABONL2UXXX,ICICINBBCTS,88,17
ICICINBBCTS,RABONL2UXXX,88,20
RBOSGB2LXXX,ICICINBBCTS,115,11
ICICINBBCTS,RBOSGB2LXXX,115,20
SOGEFRPPXXX,ICICINBBCTS,138,19
ICICINBBCTS,SOGEFRPPXXX,138,20
MIDLGB22XXX,ICICINBBCTS,60,13
ICICINBBCTS,MIDLGB22XXX,60,20
COBADEFFXXX,ICICINBBCTS,177,19
ICICINBBCTS,COBADEFFXXX,177,20
WPACAU2SXXX,ICICINBBCTS,82,20
ICICINBBCTS,WPACAU2SXXX,82,20
INGBNL2AXXX,ICICINBBCTS,143,14
ICICINBBCTS,INGBNL2AXXX,143,20
PCBCCNBJXXX,ICICINBBCTS,75,20
ICICINBBCTS,PCBCCNBJXXX,75,20
IRVTUS3NXXX,WFBIUS6SXXX,104,14
WFBIUS6SXXX,IRVTUS3NXXX,104,15
NFBKUS33XXX,WFBIUS6SXXX,105,19
WFBIUS6SXXX,NFBKUS33XXX,105,15
CIBCUS33XXX,WFBIUS6SXXX,92,10
WFBIUS6SXXX,CIBCUS33XXX,92,15
GFSIUS4PXXX,WFBIUS6SXXX,120,12
WFBIUS6SXXX,GFSIUS4PXXX,120,15
BOFAUS3NXXX,WFBIUS6SXXX,114,12
WFBIUS6SXXX,BOFAUS3NXXX,114,15
CITIUS33XXX,WFBIUS6SXXX,17,10
WFBIUS6SXXX,CITIUS33XXX,17,15
CHASUS33XXX,WFBIUS6SXXX,15,14
WFBIUS6SXXX,CHASUS33XXX,15,15
USBKUS44XXX,WFBIUS6SXXX,73,18
WFBIUS6SXXX,USBKUS44XXX,73,15
BNPAFRPPXXX,WFBIUS6SXXX,92,18
WFBIUS6SXXX,BNPAFRPPXXX,92,15
KNABNL2HXXX,WFBIUS6SXXX,227,16
WFBIUS6SXXX,KNABNL2HXXX,227,15
MHCBJPJTXXX,WFBIUS6SXXX,79,15
WFBIUS6SXXX,MHCBJPJTXXX,79,15
ABNANL2AXXX,WFBIUS6SXXX,130,16
WFBIUS6SXXX,ABNANL2AXXX,130,15
DEUTDEBBXXX,WFBIUS6SXXX,167,15
WFBIUS6SXXX,DEUTDEBBXXX,167,15
MMTOJPJTXXX,WFBIUS6SXXX,175,20
WFBIUS6SXXX,MMTOJPJTXXX,175,15
NATAAU3302S,WFBIUS6SXXX,186,16
WFBIUS6SXXX,NATAAU3302S,186,15
BLKBCH22XXX,WFBIUS6SXXX,157,17
WFBIUS6SXXX,BLKBCH22XXX,157,15
CRESCHZZXXX,WFBIUS6SXXX,133,11
WFBIUS6SXXX,CRESCHZZXXX,133,15
CRLYFRPPXXX,WFBIUS6SXXX,208,12
WFBIUS6SXXX,CRLYFRPPXXX,208,15
AGRIFRPPXXX,WFBIUS6SXXX,164,11
WFBIUS6SXXX,AGRIFRPPXXX,164,15
HSBCGB2LXXX,WFBIUS6SXXX,226,14
WFBIUS6SXXX,HSBCGB2LXXX,226,15
SBININBBFXD,WFBIUS6SXXX,100,15
WFBIUS6SXXX,SBININBBFXD,100,15
ANZBAU3MXXX,WFBIUS6SXXX,202,13
WFBIUS6SXXX,ANZBAU3MXXX,202,15
BOTKJPJTXXX,WFBIUS6SXXX,127,15
WFBIUS6SXXX,BOTKJPJTXXX,127,15
BARCGB22XXX,WFBIUS6SXXX,129,18
WFBIUS6SXXX,BARCGB22XXX,129,15
SMBCJPJTXXX,WFBIUS6SXXX,77,14
WFBIUS6SXXX,SMBCJPJTXXX,77,15
CUSCAU2SXXX,WFBIUS6SXXX,206,20
WFBIUS6SXXX,CUSCAU2SXXX,206,15
ICICINBBCTS,WFBIUS6SXXX,130,20
WFBIUS6SXXX,ICICINBBCTS,130,15
ABOCCNBJXXX,WFBIUS6SXXX,195,10
WFBIUS6SXXX,ABOCCNBJXXX,195,15
BKCHCNBJXXX,WFBIUS6SXXX,229,12
WFBIUS6SXXX,BKCHCNBJXXX,229,15
HYVEDEMMXXX,WFBIUS6SXXX,213,10
WFBIUS6SXXX,HYVEDEMMXXX,213,15
HELADEF1RRS,WFBIUS6SXXX,210,10
WFBIUS6SXXX,HELADEF1RRS,210,15
BAFUCH22XXX,WFBIUS6SXXX,189,14
WFBIUS6SXXX,BAFUCH22XXX,189,15
UTIBINBBXXX,WFBIUS6SXXX,174,15
WFBIUS6SXXX,UTIBINBBXXX,174,15
HDFCINBBXXX,WFBIUS6SXXX,153,20
WFBIUS6SXXX,HDFCINBBXXX,153,15
UBSWCHZH80A,WFBIUS6SXXX,173,17
WFBIUS6SXXX,UBSWCHZH80A,173,15
CCBCCNBJXXX,WFBIUS6SXXX,150,13
WFBIUS6SXXX,CCBCCNBJXXX,150,15
RABONL2UXXX,WFBIUS6SXXX,164,17
WFBIUS6SXXX,RABONL2UXXX,164,15
RBOSGB2LXXX,WFBIUS6SXXX,181,11
WFBIUS6SXXX,RBOSGB2LXXX,181,15
SOGEFRPPXXX,WFBIUS6SXXX,65,19
WFBIUS6SXXX,SOGEFRPPXXX,65,15
MIDLGB22XXX,WFBIUS6SXXX,196,13
WFBIUS6SXXX,MIDLGB22XXX,196,15
COBADEFFXXX,WFBIUS6SXXX,168,19
WFBIUS6SXXX,COBADEFFXXX,168,15
WPACAU2SXXX,WFBIUS6SXXX,85,20
WFBIUS6SXXX,WPACAU2SXXX,85,15
INGBNL2AXXX,WFBIUS6SXXX,86,14
WFBIUS6SXXX,INGBNL2AXXX,86,15
PCBCCNBJXXX,WFBIUS6SXXX,95,20
WFBIUS6SXXX,PCBCCNBJXXX,95,15
CMBCCNBSXXX,ABOCCNBJXXX,104,14
ABOCCNBJXXX,CMBCCNBSXXX,104,10
INDCCNSHXXX,ABOCCNBJXXX,112,11
ABOCCNBJXXX,INDCCNSHXXX,112,10
UNIACNBJXXX,ABOCCNBJXXX,98,18
ABOCCNBJXXX,UNIACNBJXXX,98,10
CETCCNBJXXX,ABOCCNBJXXX,32,11
ABOCCNBJXXX,CETCCNBJXXX,32,10
PSBCCNBJXXX,ABOCCNBJXXX,90,20
ABOCCNBJXXX,PSBCCNBJXXX,90,10
BKCHCNBJXXX,ABOCCNBJXXX,47,12
ABOCCNBJXXX,BKCHCNBJXXX,47,10
CCBCCNBJXXX,ABOCCNBJXXX,22,13
ABOCCNBJXXX,CCBCCNBJXXX,22,10
BOCMCNBJXXX,ABOCCNBJXXX,117,17
ABOCCNBJXXX,BOCMCNBJXXX,117,10
PCBCCNBJXXX,ABOCCNBJXXX,22,20
ABOCCNBJXXX,PCBCCNBJXXX,22,10
BNPAFRPPXXX,ABOCCNBJXXX,146,18
ABOCCNBJXXX,BNPAFRPPXXX,146,10
KNABNL2HXXX,ABOCCNBJXXX,108,16
ABOCCNBJXXX,KNABNL2HXXX,108,10
MHCBJPJTXXX,ABOCCNBJXXX,96,15
ABOCCNBJXXX,MHCBJPJTXXX,96,10
ABNANL2AXXX,ABOCCNBJXXX,112,16
ABOCCNBJXXX,ABNANL2AXXX,112,10
DEUTDEBBXXX,ABOCCNBJXXX,179,15
ABOCCNBJXXX,DEUTDEBBXXX,179,10
MMTOJPJTXXX,ABOCCNBJXXX,231,20
ABOCCNBJXXX,MMTOJPJTXXX,231,10
NATAAU3302S,ABOCCNBJXXX,100,16
ABOCCNBJXXX,NATAAU3302S,100,10
BLKBCH22XXX,ABOCCNBJXXX,151,17
ABOCCNBJXXX,BLKBCH22XXX,151,10
CRESCHZZXXX,ABOCCNBJXXX,200,11
ABOCCNBJXXX,CRESCHZZXXX,200,10
CRLYFRPPXXX,ABOCCNBJXXX,229,12
ABOCCNBJXXX,CRLYFRPPXXX,229,10
AGRIFRPPXXX,ABOCCNBJXXX,85,11
ABOCCNBJXXX,AGRIFRPPXXX,85,10
HSBCGB2LXXX,ABOCCNBJXXX,113,14
ABOCCNBJXXX,HSBCGB2LXXX,113,10
SBININBBFXD,ABOCCNBJXXX,161,15
ABOCCNBJXXX,SBININBBFXD,161,10
ANZBAU3MXXX,ABOCCNBJXXX,176,13
ABOCCNBJXXX,ANZBAU3MXXX,176,10
BOTKJPJTXXX,ABOCCNBJXXX,218,15
ABOCCNBJXXX,BOTKJPJTXXX,218,10
BARCGB22XXX,ABOCCNBJXXX,102,18
ABOCCNBJXXX,BARCGB22XXX,102,10
SMBCJPJTXXX,ABOCCNBJXXX,181,14
ABOCCNBJXXX,SMBCJPJTXXX,181,10
CUSCAU2SXXX,ABOCCNBJXXX,173,20
ABOCCNBJXXX,CUSCAU2SXXX,173,10
ICICINBBCTS,ABOCCNBJXXX,210,20
ABOCCNBJXXX,ICICINBBCTS,210,10
WFBIUS6SXXX,ABOCCNBJXXX,207,15
ABOCCNBJXXX,WFBIUS6SXXX,207,10
HYVEDEMMXXX,ABOCCNBJXXX,199,10
ABOCCNBJXXX,HYVEDEMMXXX,199,10
HELADEF1RRS,ABOCCNBJXXX,65,10
ABOCCNBJXXX,HELADEF1RRS,65,10
BOFAUS3NXXX,ABOCCNBJXXX,166,12
ABOCCNBJXXX,BOFAUS3NXXX,166,10
BAFUCH22XXX,ABOCCNBJXXX,171,14
ABOCCNBJXXX,BAFUCH22XXX,171,10
UTIBINBBXXX,ABOCCNBJXXX,198,15
ABOCCNBJXXX,UTIBINBBXXX,198,10
CITIUS33XXX,ABOCCNBJXXX,200,10
ABOCCNBJXXX,CITIUS33XXX,200,10
CHASUS33XXX,ABOCCNBJXXX,111,14
ABOCCNBJXXX,CHASUS33XXX,111,10
HDFCINBBXXX,ABOCCNBJXXX,73,20
ABOCCNBJXXX,HDFCINBBXXX,73,10
UBSWCHZH80A,ABOCCNBJXXX,219,17
ABOCCNBJXXX,UBSWCHZH80A,219,10
RABONL2UXXX,ABOCCNBJXXX,91,17
ABOCCNBJXXX,RABONL2UXXX,91,10
RBOSGB2LXXX,ABOCCNBJXXX,92,11
ABOCCNBJXXX,RBOSGB2LXXX,92,10
SOGEFRPPXXX,ABOCCNBJXXX,125,19
ABOCCNBJXXX,SOGEFRPPXXX,125,10
MIDLGB22XXX,ABOCCNBJXXX,140,13
ABOCCNBJXXX,MIDLGB22XXX,140,10
COBADEFFXXX,ABOCCNBJXXX,128,19
ABOCCNBJXXX,COBADEFFXXX,128,10
WPACAU2SXXX,ABOCCNBJXXX,177,20
ABOCCNBJXXX,WPACAU2SXXX,177,10
INGBNL2AXXX,ABOCCNBJXXX,78,14
ABOCCNBJXXX,INGBNL2AXXX,78,10
CMBCCNBSXXX,BKCHCNBJXXX,49,14
BKCHCNBJXXX,CMBCCNBSXXX,49,12
INDCCNSHXXX,BKCHCNBJXXX,115,11
BKCHCNBJXXX,INDCCNSHXXX,115,12
UNIACNBJXXX,BKCHCNBJXXX,83,18
BKCHCNBJXXX,UNIACNBJXXX,83,12
CETCCNBJXXX,BKCHCNBJXXX,22,11
BKCHCNBJXXX,CETCCNBJXXX,22,12
PSBCCNBJXXX,BKCHCNBJXXX,107,20
BKCHCNBJXXX,PSBCCNBJXXX,107,12
ABOCCNBJXXX,BKCHCNBJXXX,100,10
BKCHCNBJXXX,ABOCCNBJXXX,100,12
CCBCCNBJXXX,BKCHCNBJXXX,58,13
BKCHCNBJXXX,CCBCCNBJXXX,58,12
BOCMCNBJXXX,BKCHCNBJXXX,54,17
BKCHCNBJXXX,BOCMCNBJXXX,54,12
PCBCCNBJXXX,BKCHCNBJXXX,57,20
BKCHCNBJXXX,PCBCCNBJXXX,57,12
BNPAFRPPXXX,BKCHCNBJXXX,109,18
BKCHCNBJXXX,BNPAFRPPXXX,109,12
KNABNL2HXXX,BKCHCNBJXXX,168,16
BKCHCNBJXXX,KNABNL2HXXX,168,12
MHCBJPJTXXX,BKCHCNBJXXX,72,15
BKCHCNBJXXX,MHCBJPJTXXX,72,12
ABNANL2AXXX,BKCHCNBJXXX,223,16
BKCHCNBJXXX,ABNANL2AXXX,223,12
DEUTDEBBXXX,BKCHCNBJXXX,138,15
BKCHCNBJXXX,DEUTDEBBXXX,138,12
MMTOJPJTXXX,BKCHCNBJXXX,219,20
BKCHCNBJXXX,MMTOJPJTXXX,219,12
NATAAU3302S,BKCHCNBJXXX,182,16
BKCHCNBJXXX,NATAAU3302S,182,12
BLKBCH22XXX,BKCHCNBJXXX,143,17
BKCHCNBJXXX,BLKBCH22XXX,143,12
CRESCHZZXXX,BKCHCNBJXXX,145,11
BKCHCNBJXXX,CRESCHZZXXX,145,12
CRLYFRPPXXX,BKCHCNBJXXX,112,12
BKCHCNBJXXX,CRLYFRPPXXX,112,12
AGRIFRPPXXX,BKCHCNBJXXX,100,11
BKCHCNBJXXX,AGRIFRPPXXX,100,12
HSBCGB2LXXX,BKCHCNBJXXX,104,14
BKCHCNBJXXX,HSBCGB2LXXX,104,12
SBININBBFXD,BKCHCNBJXXX,164,15
BKCHCNBJXXX,SBININBBFXD,164,12
ANZBAU3MXXX,BKCHCNBJXXX,114,13
BKCHCNBJXXX,ANZBAU3MXXX,114,12
BOTKJPJTXXX,BKCHCNBJXXX,82,15
BKCHCNBJXXX,BOTKJPJTXXX,82,12
BARCGB22XXX,BKCHCNBJXXX,195,18
BKCHCNBJXXX,BARCGB22XXX,195,12
SMBCJPJTXXX,BKCHCNBJXXX,146,14
BKCHCNBJXXX,SMBCJPJTXXX,146,12
CUSCAU2SXXX,BKCHCNBJXXX,147,20
BKCHCNBJXXX,CUSCAU2SXXX,147,12
ICICINBBCTS,BKCHCNBJXXX,94,20
BKCHCNBJXXX,ICICINBBCTS,94,12
WFBIUS6SXXX,BKCHCNBJXXX,215,15
BKCHCNBJXXX,WFBIUS6SXXX,215,12
HYVEDEMMXXX,BKCHCNBJXXX,84,10
BKCHCNBJXXX,HYVEDEMMXXX,84,12
HELADEF1RRS,BKCHCNBJXXX,113,10
BKCHCNBJXXX,HELADEF1RRS,113,12
BOFAUS3NXXX,BKCHCNBJXXX,93,12
BKCHCNBJXXX,BOFAUS3NXXX,93,12
BAFUCH22XXX,BKCHCNBJXXX,60,14
BKCHCNBJXXX,BAFUCH22XXX,60,12
UTIBINBBXXX,BKCHCNBJXXX,223,15
BKCHCNBJXXX,UTIBINBBXXX,223,12
CITIUS33XXX,BKCHCNBJXXX,112,10
BKCHCNBJXXX,CITIUS33XXX,112,12
CHASUS33XXX,BKCHCNBJXXX,206,14
BKCHCNBJXXX,CHASUS33XXX,206,12
HDFCINBBXXX,BKCHCNBJXXX,177,20
BKCHCNBJXXX,HDFCINBBXXX,177,12
UBSWCHZH80A,BKCHCNBJXXX,184,17
BKCHCNBJXXX,UBSWCHZH80A,184,12
RABONL2UXXX,BKCHCNBJXXX,91,17
BKCHCNBJXXX,RABONL2UXXX,91,12
RBOSGB2LXXX,BKCHCNBJXXX,68,11
BKCHCNBJXXX,RBOSGB2LXXX,68,12
SOGEFRPPXXX,BKCHCNBJXXX,233,19
BKCHCNBJXXX,SOGEFRPPXXX,233,12
MIDLGB22XXX,BKCHCNBJXXX,200,13
BKCHCNBJXXX,MIDLGB22XXX,200,12
COBADEFFXXX,BKCHCNBJXXX,80,19
BKCHCNBJXXX,COBADEFFXXX,80,12
WPACAU2SXXX,BKCHCNBJXXX,215,20
BKCHCNBJXXX,WPACAU2SXXX,215,12
INGBNL2AXXX,BKCHCNBJXXX,97,14
BKCHCNBJXXX,INGBNL2AXXX,97,12
DEUTDEBBXXX,HYVEDEMMXXX,130,15
HYVEDEMMXXX,DEUTDEBBXXX,130,10
RVSADE77XXX,HYVEDEMMXXX,74,20
HYVEDEMMXXX,RVSADE77XXX,74,10
MARBDE6LXXX,HYVEDEMMXXX,90,18
HYVEDEMMXXX,MARBDE6LXXX,90,10
HELADEF1RRS,HYVEDEMMXXX,66,10
HYVEDEMMXXX,HELADEF1RRS,66,10
DRESDEFFXXX,HYVEDEMMXXX,110,18
HYVEDEMMXXX,DRESDEFFXXX,110,10
GENODEFFXXX,HYVEDEMMXXX,117,13
HYVEDEMMXXX,GENODEFFXXX,117,10
MALADE51XXX,HYVEDEMMXXX,96,12
HYVEDEMMXXX,MALADE51XXX,96,10
COBADEFFXXX,HYVEDEMMXXX,59,19
HYVEDEMMXXX,COBADEFFXXX,59,10
INGBDEFFXXX,HYVEDEMMXXX,33,18
HYVEDEMMXXX,INGBDEFFXXX,33,10
BNPAFRPPXXX,HYVEDEMMXXX,211,18
HYVEDEMMXXX,BNPAFRPPXXX,211,10
KNABNL2HXXX,HYVEDEMMXXX,88,16
HYVEDEMMXXX,KNABNL2HXXX,88,10
MHCBJPJTXXX,HYVEDEMMXXX,181,15
HYVEDEMMXXX,MHCBJPJTXXX,181,10
ABNANL2AXXX,HYVEDEMMXXX,118,16
HYVEDEMMXXX,ABNANL2AXXX,118,10
MMTOJPJTXXX,HYVEDEMMXXX,122,20
HYVEDEMMXXX,MMTOJPJTXXX,122,10
NATAAU3302S,HYVEDEMMXXX,156,16
HYVEDEMMXXX,NATAAU3302S,156,10
BLKBCH22XXX,HYVEDEMMXXX,142,17
HYVEDEMMXXX,BLKBCH22XXX,142,10
CRESCHZZXXX,HYVEDEMMXXX,175,11
HYVEDEMMXXX,CRESCHZZXXX,175,10
CRLYFRPPXXX,HYVEDEMMXXX,189,12
HYVEDEMMXXX,CRLYFRPPXXX,189,10
AGRIFRPPXXX,HYVEDEMMXXX,143,11
HYVEDEMMXXX,AGRIFRPPXXX,143,10
HSBCGB2LXXX,HYVEDEMMXXX,157,14
HYVEDEMMXXX,HSBCGB2LXXX,157,10
SBININBBFXD,HYVEDEMMXXX,61,15
HYVEDEMMXXX,SBININBBFXD,61,10
ANZBAU3MXXX,HYVEDEMMXXX,108,13
HYVEDEMMXXX,ANZBAU3MXXX,108,10
BOTKJPJTXXX,HYVEDEMMXXX,94,15
HYVEDEMMXXX,BOTKJPJTXXX,94,10
BARCGB22XXX,HYVEDEMMXXX,185,18
HYVEDEMMXXX,BARCGB22XXX,185,10
SMBCJPJTXXX,HYVEDEMMXXX,140,14
HYVEDEMMXXX,SMBCJPJTXXX,140,10
CUSCAU2SXXX,HYVEDEMMXXX,102,20
HYVEDEMMXXX,CUSCAU2SXXX,102,10
ICICINBBCTS,HYVEDEMMXXX,178,20
HYVEDEMMXXX,ICICINBBCTS,178,10
WFBIUS6SXXX,HYVEDEMMXXX,99,15
HYVEDEMMXXX,WFBIUS6SXXX,99,10
ABOCCNBJXXX,HYVEDEMMXXX,123,10
HYVEDEMMXXX,ABOCCNBJXXX,123,10
BKCHCNBJXXX,HYVEDEMMXXX,153,12
HYVEDEMMXXX,BKCHCNBJXXX,153,10
BOFAUS3NXXX,HYVEDEMMXXX,137,12
HYVEDEMMXXX,BOFAUS3NXXX,137,10
BAFUCH22XXX,HYVEDEMMXXX,122,14
HYVEDEMMXXX,BAFUCH22XXX,122,10
UTIBINBBXXX,HYVEDEMMXXX,69,15
HYVEDEMMXXX,UTIBINBBXXX,69,10
CITIUS33XXX,HYVEDEMMXXX,77,10
HYVEDEMMXXX,CITIUS33XXX,77,10
CHASUS33XXX,HYVEDEMMXXX,206,14
HYVEDEMMXXX,CHASUS33XXX,206,10
HDFCINBBXXX,HYVEDEMMXXX,219,20
HYVEDEMMXXX,HDFCINBBXXX,219,10
UBSWCHZH80A,HYVEDEMMXXX,238,17
HYVEDEMMXXX,UBSWCHZH80A,238,10
CCBCCNBJXXX,HYVEDEMMXXX,154,13
HYVEDEMMXXX,CCBCCNBJXXX,154,10
RABONL2UXXX,HYVEDEMMXXX,111,17
HYVEDEMMXXX,RABONL2UXXX,111,10
RBOSGB2LXXX,HYVEDEMMXXX,92,11
HYVEDEMMXXX,RBOSGB2LXXX,92,10
SOGEFRPPXXX,HYVEDEMMXXX,125,19
HYVEDEMMXXX,SOGEFRPPXXX,125,10
MIDLGB22XXX,HYVEDEMMXXX,139,13
HYVEDEMMXXX,MIDLGB22XXX,139,10
WPACAU2SXXX,HYVEDEMMXXX,214,20
HYVEDEMMXXX,WPACAU2SXXX,214,10
INGBNL2AXXX,HYVEDEMMXXX,183,14
HYVEDEMMXXX,INGBNL2AXXX,183,10
PCBCCNBJXXX,HYVEDEMMXXX,202,20
HYVEDEMMXXX,PCBCCNBJXXX,202,10
DEUTDEBBXXX,HELADEF1RRS,56,15
HELADEF1RRS,DEUTDEBBXXX,56,10
RVSADE77XXX,HELADEF1RRS,26,20
HELADEF1RRS,RVSADE77XXX,26,10
MARBDE6LXXX,HELADEF1RRS,61,18
HELADEF1RRS,MARBDE6LXXX,61,10
HYVEDEMMXXX,HELADEF1RRS,22,10
HELADEF1RRS,HYVEDEMMXXX,22,10
DRESDEFFXXX,HELADEF1RRS,82,18
HELADEF1RRS,DRESDEFFXXX,82,10
GENODEFFXXX,HELADEF1RRS,127,13
HELADEF1RRS,GENODEFFXXX,127,10
MALADE51XXX,HELADEF1RRS,23,12
HELADEF1RRS,MALADE51XXX,23,10
COBADEFFXXX,HELADEF1RRS,115,19
HELADEF1RRS,COBADEFFXXX,115,10
INGBDEFFXXX,HELADEF1RRS,29,18
HELADEF1RRS,INGBDEFFXXX,29,10
BNPAFRPPXXX,HELADEF1RRS,205,18
HELADEF1RRS,BNPAFRPPXXX,205,10
KNABNL2HXXX,HELADEF1RRS,116,16
HELADEF1RRS,KNABNL2HXXX,116,10
MHCBJPJTXXX,HELADEF1RRS,131,15
HELADEF1RRS,MHCBJPJTXXX,131,10
ABNANL2AXXX,HELADEF1RRS,142,16
HELADEF1RRS,ABNANL2AXXX,142,10
MMTOJPJTXXX,HELADEF1RRS,156,20
HELADEF1RRS,MMTOJPJTXXX,156,10
NATAAU3302S,HELADEF1RRS,194,16
HELADEF1RRS,NATAAU3302S,194,10
BLKBCH22XXX,HELADEF1RRS,235,17
HELADEF1RRS,BLKBCH22XXX,235,10
CRESCHZZXXX,HELADEF1RRS,233,11
HELADEF1RRS,CRESCHZZXXX,233,10
CRLYFRPPXXX,HELADEF1RRS,76,12
HELADEF1RRS,CRLYFRPPXXX,76,10
AGRIFRPPXXX,HELADEF1RRS,63,11
HELADEF1RRS,AGRIFRPPXXX,63,10
